PC1,PC2,PC3,PC4,PC5,PC6
1.7312415691306873,0.8240837225128949,-0.3843202896676196,-0.4516227751092899,-0.0877660573241037,0.4380573516883326
0.3013976363883883,-2.533637604433192,0.6215818883689664,-0.9393133926551677,-0.7944559835667764,0.060615070866521834
-1.1941989219876816,0.8875684433605215,-1.184455356309485,1.1291145913994762,-1.1526258469408537,-1.8690289822328758
0.9301404227441483,0.030105588740943125,-0.11121291418207585,-1.309451820719125,-0.5054521061389488,-0.834667440792873
1.4995108668742576,0.5177803741175281,-0.7943002076025906,-0.12537607406328338,-0.25304911833438226,0.32699829873795944
-0.11254734867690229,0.6764133029821477,-1.209029161205354,-0.3933344659852852,0.7881860292865078,0.9327089055728499
-4.944544478830169,1.9652991596646452,1.620708115182584,0.20157185414778406,-1.5097283083873552,-1.0180663093017688
0.2524236351042175,0.9046620167814152,-1.074433683413245,0.3743168195920088,0.10310635581330477,0.4405933340642608
0.5032800440743884,0.4300160340777282,-0.7881589353934843,-0.4003022037935731,-0.5435340342778284,-0.3689391787671952
0.6006261635236377,0.5104009297271904,0.31241662799914804,-1.7196711959884377,-0.9093649833981093,-1.3590828169074851
-0.030363082632703407,0.9909954098651199,-1.2173833729629056,0.1346046362308748,0.680316817405835,0.9357977302000037
0.8911718691881183,0.8485928467170837,-0.3638202759420844,-0.29977231359738493,-0.278601425940827,-0.09291988963373966
-1.0412429290999379,1.4285942398209923,-0.5054925635644929,0.5167453302917584,0.05116595799206238,0.3985344438300267
-1.307759183076427,1.0368887951497099,-0.47430527787171906,-0.26732825821832995,-0.005658171076684626,0.19827241630307577
1.2759363512275845,-0.39594328127106254,-1.0472130019987353,-0.4834689450246475,-0.1751228940108707,0.0861480308062327
-1.339107631491232,-1.7258833977189372,-1.2443672230908802,-0.9470345604403744,0.34855508212209363,-0.13583798691062424
1.7168128722117093,-1.2708537066238346,0.8445090591106402,0.5024787317423536,1.8115247856562915,-1.1314092576307448
1.2183947375611561,1.3594663857163898,0.6902570997991879,-1.1744150671455775,0.0014799659065145244,0.32642332822120734
-0.5130220208977736,0.1041486429561143,-0.9282336687421034,-0.7169489207124076,-0.870495268668058,-1.1596480182115687
-0.6404376156141781,-0.31555496768053415,-3.467243838730878,-1.3509470234939305,2.2954545331383565,0.60833038149288
0.16889267395974505,-0.21675601555274013,-3.516010697647298,-1.4477662253136627,2.52420366770997,0.9786357590957385
-4.687647680433108,-0.7327721449304516,-1.0701588922909742,0.8972475056981997,-0.29941809208763714,-1.7874110465201771
0.2153665849103832,1.412079403924917,0.11827545004111807,-0.46801552988286804,0.28073215740322754,0.622372790759052
-2.7499702364318366,-3.360383689507872,1.4675064359862477,-0.7961429073073782,-0.34368268270187585,0.45403530350926835
0.737096687528422,-2.0468412922886197,-0.8639215832505297,-0.28730198744746027,0.2955359444291911,-0.6287924660235393
0.45019162372396243,1.2172291428229072,-0.8209559093463343,0.5092862859697866,-0.055240834469522195,0.4998177220751653
1.1148078711021225,-0.5725760028688708,-0.6793786581586267,0.36575213925143024,-0.17410187700754592,0.45321724319358064
0.7174219727402893,1.2943863775888922,-0.8421684533037606,0.6897839262333904,0.03996205064605365,0.7147565579330549
-0.9429293651970785,-4.193128830803753,-0.5733485761130708,0.8931036947948683,-0.5273444517014718,-0.42074608536239866
0.8987571668651589,0.6334087852424035,-0.7289654171620928,-0.23216052759222258,-0.5752578838325266,-0.1859889721602603
-4.514713046529996,-3.7445038118947136,-1.4614073979010702,-0.5740459667618234,0.6046755276570365,-0.7712833185803363
-1.013248763384353,0.602173943014129,-0.6780943815811202,0.5759405338383501,0.07027474806413495,0.34002864071566
-0.18798386174573914,-2.010745883933839,-1.5407752854584251,-1.1551374659111917,-0.4785933270777251,-1.261289689117386
-0.3301159639408324,1.7893693694217385,-0.3613530356053102,1.6514245435064765,-0.8621892686868852,-0.4117167003231519
-2.2777324909264034,-1.2957324250747326,-3.1031678762354633,-3.8522764819951156,2.763537560736529,0.09584182339817139
1.5575936118785962,-0.034271507738669126,-0.9048759954573821,-0.25318219072475073,-0.14829156237841373,0.34634581190574815
-0.027408488058290954,-5.611786300650563,0.17209468740029218,0.07463138253974345,-0.07089906716673451,-0.6220682273638154
-1.7711724813455934,-1.0412868917078058,-0.7216846112193324,0.847652488017663,0.01953227558667516,-0.11733103691511139
0.0027130237599627023,-3.143450529809479,-0.8836831380899203,-0.374712276570783,-0.5220425084785918,-0.5734801016833185
-1.5718591602626624,-2.9887324007776446,3.718202828224954,-2.982977676602341,-1.1617290806631058,0.6066808265493974
1.3799272157641034,-0.9026692387988026,0.8442753468565822,-0.6919782403049629,-0.35584264334014193,0.7108464700537886
-0.5912389178363924,-0.5344098301276164,0.3491076341374155,0.9378405876386842,-0.23156703874566215,0.6625608933953525
0.7834676997132164,-0.33818270456784544,-1.4980681599251349,-0.7564021052813887,-0.1539852917441118,-0.43859853588135445
1.5763507976216198,-0.24312831314304803,-0.6512148095164638,-0.17827161001348454,-0.23383767906442463,0.4342290839077762
